method,alpha,metric,n_seeds,n_missing,mean,std,median,ci_low,ci_high
stepwise_unmasked,-0.75,total_pose_diff,30,0,3.143952167794369,1.5588459145123623,3.080516939319207,2.618219325794167,3.7150811986817778
stepwise_unmasked,0.0,skin_tone_change,30,0,0.0,0.0,0.0,0.0,0.0
stepwise_unmasked,0.0,lightness_change,30,0,0.0,0.0,0.0,0.0,0.0
stepwise_unmasked,0.0,face_similarity,30,0,1.0000000317891435,6.208782891853626e-08,1.0,1.000000011920929,1.0000000516573588
stepwise_unmasked,0.0,landmark_rmse,0,30,,,,,
stepwise_unmasked,0.0,lpips,30,0,0.0,0.0,0.0,0.0,0.0
stepwise_unmasked,0.0,background_ssim,30,0,0.9666666666666667,0.18257418583505533,1.0,0.9,1.0
stepwise_unmasked,0.0,overall_ssim,30,0,1.0,0.0,1.0,1.0,1.0
stepwise_unmasked,0.0,total_pose_diff,30,0,0.0,0.0,0.0,0.0,0.0
stepwise_unmasked,0.5,skin_tone_change,30,0,10.32013176620861,4.1822782210800815,9.95978427960511,8.874093066275769,11.796853817382129
stepwise_unmasked,0.5,lightness_change,30,0,-8.509120959790453,3.1868016100882994,-8.580236419335293,-9.640346910567835,-7.4264580298031175
stepwise_unmasked,0.5,face_similarity,30,0,0.9725561181704201,0.020900153274893335,0.974504560232162,0.9646682922542094,0.979339694480101
stepwise_unmasked,0.5,landmark_rmse,0,30,,,,,
stepwise_unmasked,0.5,lpips,30,0,0.16171793031195753,0.10099921816292709,0.13875845074653553,0.12804067409907724,0.19969258038327042
stepwise_unmasked,0.5,background_ssim,30,0,0.9264306150750924,0.18032790007604657,0.9687560313053001,0.8532063059543114,0.9694823214627006
stepwise_unmasked,0.5,overall_ssim,30,0,0.843707756307342,0.06872114394342438,0.8585581161981546,0.818772182618712,0.866918497108712
stepwise_unmasked,0.5,total_pose_diff,30,0,3.191138613854343,2.72646417546728,2.1689722068885846,2.31907051529799,4.2128309420471455
