schema_version,study_id,config_fingerprint,seed,method,alpha,generation_complete,evaluation_complete,image_path,face_similarity,landmark_rmse,lpips,background_ssim,overall_ssim,yaw_diff,pitch_diff,roll_diff,total_pose_diff,is_disentangled,overall_score,pass_count,total_count,missing_required_metrics,skin_tone_metric,skin_tone_complete,skin_tone_failure,original_ita,edited_ita,skin_tone_change,lightness_change,original_skin_pixels,edited_skin_pixels,original_white_normalized,edited_white_normalized,run,direction,aligned_change,target_change,match_distance,match_complete
1,skin_tone_steering_independent_seed_replication_v1,fa694f8bb214c219,600000,prompt_only,-2.0,True,True,images/seed_600000/prompt_only/alpha_m2p000.png,0.982793092727661,,0.23034563660621601,0.9728307283874841,0.8616843469597301,1.507532468249558,1.168009125229092,0.35906662619816504,1.9405742195273972,True,0.746286039209712,4,4,[],white_reference_bilateral_cheek_median_cielab_ita_v2,True,,60.18103093584501,68.40574702062955,-8.22471608478454,4.242884792192754,10621,10555,True,True,experiments/runs/replication_cuda,-1,8.22471608478454,5.0,3.2247160847845393,False
1,skin_tone_steering_independent_seed_replication_v1,fa694f8bb214c219,600000,prompt_only,0.2,True,True,images/seed_600000/prompt_only/alpha_p0p200.png,0.986995756626129,,0.064620822668075,0.990694489817412,0.9306718314877661,0.628714352701356,0.097570240717987,0.729941782815811,0.9683060959566331,True,0.9147386932335061,4,4,[],white_reference_bilateral_cheek_median_cielab_ita_v2,True,,60.18103093584501,55.22127902140596,4.959751914439046,-0.32022556601700103,10621,11252,True,True,experiments/runs/replication_cuda,1,4.959751914439046,5.0,0.04024808556095394,True
1,skin_tone_steering_independent_seed_replication_v1,fa694f8bb214c219,600000,stepwise_masked,-0.75,True,True,images/seed_600000/stepwise_masked/alpha_m0p750.png,0.98838597536087,,0.056738302111625005,0.9907914562393101,0.9354139968911771,0.48069952393428206,0.014017197307492001,0.236051664422109,0.5357134517701141,True,0.9326678500995461,4,4,[],white_reference_bilateral_cheek_median_cielab_ita_v2,True,,60.18103093584501,67.10617064526681,-6.925139709421806,5.321703274184685,10621,5247,True,True,experiments/runs/replication_cuda,-1,6.925139709421806,5.0,1.9251397094218063,True
1,skin_tone_steering_independent_seed_replication_v1,fa694f8bb214c219,600000,stepwise_masked,0.375,True,True,images/seed_600000/stepwise_masked/alpha_p0p375.png,0.989939510822296,,0.040954194962978,0.9925960502454221,0.9499638464676221,0.34673306180872104,1.190298531984162,0.11368520186277001,1.244973387875211,True,0.929123498620354,4,4,[],white_reference_bilateral_cheek_median_cielab_ita_v2,True,,60.18103093584501,54.613669643064924,5.567361292780085,-5.881072048914703,10621,12870,True,True,experiments/runs/replication_cuda,1,5.567361292780085,5.0,0.5673612927800846,True
1,skin_tone_steering_independent_seed_replication_v1,fa694f8bb214c219,600000,stepwise_unmasked,-0.75,True,True,images/seed_600000/stepwise_unmasked/alpha_m0p750.png,0.9754614233970641,,0.08020441234111701,0.9879756201065201,0.91753491202183,0.33684043352680904,0.886401445832208,0.525203647418187,1.083977800553741,True,0.8938554835024201,4,4,[],white_reference_bilateral_cheek_median_cielab_ita_v2,True,,60.18103093584501,68.80178428001027,-8.620753344165259,6.054038562348893,10621,6053,True,True,experiments/runs/replication_cuda,-1,8.620753344165259,5.0,3.6207533441652586,False
1,skin_tone_steering_independent_seed_replication_v1,fa694f8bb214c219,600000,stepwise_unmasked,0.5,True,True,images/seed_600000/stepwise_unmasked/alpha_p0p500.png,0.9811064600944511,,0.092785865068435,0.9828757957842741,0.903706631728413,0.038877194294498006,0.8855007355373681,0.10399384085153301,0.892433587337728,True,0.8890014775743481,4,4,[],white_reference_bilateral_cheek_median_cielab_ita_v2,True,,60.18103093584501,51.007889911595726,9.173141024249283,-8.708983141299413,10621,12339,True,True,experiments/runs/replication_cuda,1,9.173141024249283,5.0,4.173141024249283,False
1,skin_tone_steering_independent_seed_replication_v1,fa694f8bb214c219,600001,prompt_only,-2.0,True,True,images/seed_600001/prompt_only/alpha_m2p000.png,0.970399975776672,,0.45528095960617004,0.9315551842181561,0.7565122724303831,0.342083469983661,0.090523649349929,3.108877763754616,3.128951354926374,False,0.6435650030976321,3,4,[],white_reference_bilateral_cheek_median_cielab_ita_v2,True,,53.445605142803494,69.82135882582288,-16.37575368301939,9.474937358554513,10757,10339,True,True,experiments/runs/replication_cuda,-1,16.37575368301939,5.0,11.37575368301939,False
1,skin_tone_steering_independent_seed_replication_v1,fa694f8bb214c219,600001,prompt_only,0.2,True,True,images/seed_600001/prompt_only/alpha_p0p200.png,0.9974267482757561,,0.071422755718231,0.9735933459786451,0.9165978562374251,0.24073927705279702,0.749222855652362,1.256823570753814,1.4828674165110491,True,0.8958427185867681,4,4,[],white_reference_bilateral_cheek_median_cielab_ita_v2,True,,53.445605142803494,51.527325014218185,1.9182801285853082,0.553801351871001,10757,10198,True,True,experiments/runs/replication_cuda,1,1.9182801285853082,5.0,3.081719871414692,False
1,skin_tone_steering_independent_seed_replication_v1,fa694f8bb214c219,600001,stepwise_masked,-0.75,True,True,images/seed_600001/stepwise_masked/alpha_m0p750.png,0.974869132041931,,0.05326909571886,0.9788975931964531,0.9370932927512401,0.8180732718960411,0.651977440334363,0.335183444523026,1.098483683255223,True,0.9134473176344061,4,4,[],white_reference_bilateral_cheek_median_cielab_ita_v2,True,,53.445605142803494,64.42875325615653,-10.983148113353032,7.517140363880529,10757,7132,True,True,experiments/runs/replication_cuda,-1,10.983148113353032,5.0,5.983148113353032,False
1,skin_tone_steering_independent_seed_replication_v1,fa694f8bb214c219,600001,stepwise_masked,0.375,True,True,images/seed_600001/stepwise_masked/alpha_p0p375.png,0.9723867774009701,,0.050475269556045005,0.9750200304181911,0.9422555941243631,0.336917841967788,1.110312796670816,1.382330043485199,1.804756074323894,True,0.8962184226417761,4,4,[],white_reference_bilateral_cheek_median_cielab_ita_v2,True,,53.445605142803494,46.92989062488788,6.515714517915612,-4.909706405793656,10757,10978,True,True,experiments/runs/replication_cuda,1,6.515714517915612,5.0,1.5157145179156117,True
1,skin_tone_steering_independent_seed_replication_v1,fa694f8bb214c219,600001,stepwise_unmasked,-0.75,True,True,images/seed_600001/stepwise_unmasked/alpha_m0p750.png,0.9651631116867061,,0.146679863333702,0.9604137764629741,0.889653936612776,0.742998957149502,0.951434743764004,1.750330259777289,2.126248231100629,True,0.801650185775991,4,4,[],white_reference_bilateral_cheek_median_cielab_ita_v2,True,,53.445605142803494,68.97316484399512,-15.527559701191628,9.354530927974167,10757,8353,True,True,experiments/runs/replication_cuda,-1,15.527559701191628,5.0,10.527559701191628,False
1,skin_tone_steering_independent_seed_replication_v1,fa694f8bb214c219,600001,stepwise_unmasked,0.5,True,True,images/seed_600001/stepwise_unmasked/alpha_p0p500.png,0.9728682041168211,,0.07618249207735,0.9639719496788871,0.9130808845954691,0.266272383091862,0.48340376758394804,0.45819672198334704,0.7173035762827761,True,0.8994005644920011,4,4,[],white_reference_bilateral_cheek_median_cielab_ita_v2,True,,53.445605142803494,42.74192595611367,10.703679186689826,-7.765639141983826,10757,10971,True,True,experiments/runs/replication_cuda,1,10.703679186689826,5.0,5.7036791866898255,False
